row_id,beneficiary_id,n_payments,mean_amount,income,total_amount,amount_to_income,anomaly_score,is_flagged
2,BEN-000002,6,8333.333333333334,20000.0,50000.0,0.4166666666666667,0.4819664007277956,False
3,BEN-000003,4,7125.0,12000.0,28500.0,0.59375,0.5126499871789777,False
6,BEN-000006,5,6400.0,20000.0,32000.0,0.32,0.4885567192427497,False
8,BEN-000008,5,7600.0,12000.0,38000.0,0.6333333333333333,0.42745141384295837,False
9,BEN-000009,6,6833.333333333333,20000.0,41000.0,0.3416666666666667,0.43678032518930676,False
10,BEN-000010,6,6666.666666666667,15000.0,40000.0,0.4444444444444445,0.42410222810459125,False
12,BEN-000012,5,7300.0,12000.0,36500.0,0.6083333333333333,0.41475001868385547,False
15,BEN-000015,6,7000.0,0.0,42000.0,7.0,0.49953199854908753,False
16,BEN-000016,5,7750.0,25000.0,38750.0,0.31,0.4732332257923384,False
18,BEN-000018,6,6833.333333333333,0.0,41000.0,6.833333333333333,0.5034621553086582,False
19,BEN-000019,3,7333.333333333333,5000.0,22000.0,1.4666666666666666,0.6646997301245686,True
22,BEN-000022,6,7416.666666666667,0.0,44500.0,7.416666666666667,0.4981384740234462,False
23,BEN-000023,5,6600.0,25000.0,33000.0,0.264,0.5096543233476702,False
26,BEN-000026,5,5700.0,25000.0,28500.0,0.228,0.6001821647489815,False
27,BEN-000027,6,7500.0,15000.0,45000.0,0.5,0.4119005142784292,False
29,BEN-000029,6,6000.0,25000.0,36000.0,0.24,0.5476225106768203,False
31,BEN-000031,6,7600.0,12000.0,45600.0,0.6333333333333333,0.41707097477393557,False
36,BEN-000036,5,6600.0,25000.0,33000.0,0.264,0.5096543233476702,False
38,BEN-000038,6,7500.0,0.0,45000.0,7.5,0.5049842080267292,False
41,BEN-000041,5,9000.0,25000.0,45000.0,0.36,0.5816437278040086,False
43,BEN-000043,5,7100.0,8000.0,35500.0,0.8875,0.43131672532493953,False
45,BEN-000045,5,6700.0,12000.0,33500.0,0.5583333333333333,0.43635930956124647,False
46,BEN-000046,6,7500.0,0.0,45000.0,7.5,0.5049842080267292,False
49,BEN-000049,6,7000.0,12000.0,42000.0,0.5833333333333334,0.40427342282283896,False
50,BEN-000050,5,7500.0,12000.0,37500.0,0.625,0.4227644073099692,False
52,BEN-000052,5,5600.0,20000.0,28000.0,0.28,0.5716913977328455,False
53,BEN-000053,4,7000.0,8000.0,28000.0,0.875,0.5305037581591999,False
55,BEN-000055,5,7750.0,8000.0,38750.0,0.96875,0.44818183243549997,False
58,BEN-000058,6,7166.666666666667,25000.0,43000.0,0.2866666666666667,0.44476480688725956,False
59,BEN-000059,6,6916.666666666667,12000.0,41500.0,0.576388888888889,0.4079733186636438,False
60,BEN-000060,6,6833.333333333333,15000.0,41000.0,0.45555555555555555,0.4165639860726367,False
61,BEN-000061,6,7833.333333333333,0.0,47000.0,7.833333333333333,0.5313981394594536,False
62,BEN-000062,5,8200.0,25000.0,41000.0,0.328,0.49788388738388234,False
63,BEN-000063,5,7800.0,15000.0,39000.0,0.52,0.437134513219704,False
