row_id,beneficiary_id,n_payments,mean_amount,income,total_amount,amount_to_income,anomaly_score,is_flagged
2,BEN-000002,6,8333.333333333334,20000.0,50000.0,0.4166666666666667,0.4567557114248862,False
3,BEN-000003,4,7125.0,12000.0,28500.0,0.59375,0.4626674747121882,False
6,BEN-000006,5,6400.0,20000.0,32000.0,0.32,0.45786793540953,False
8,BEN-000008,5,7600.0,12000.0,38000.0,0.6333333333333333,0.4033520741745186,False
9,BEN-000009,6,6833.333333333333,20000.0,41000.0,0.3416666666666667,0.40944149179508627,False
10,BEN-000010,6,6666.666666666667,15000.0,40000.0,0.4444444444444445,0.40282700385520154,False
11,BEN-000011,6,7833.333333333333,12000.0,47000.0,0.6527777777777778,0.401521974933668,False
12,BEN-000012,5,7300.0,12000.0,36500.0,0.6083333333333333,0.39788031568844284,False
14,BEN-000014,11,8045.454545454545,12000.0,88500.0,0.6704545454545454,0.6152812822887663,True
15,BEN-000015,6,7000.0,0.0,42000.0,7.0,0.48489321740685054,False
16,BEN-000016,5,7750.0,25000.0,38750.0,0.31,0.4474198907337282,False
18,BEN-000018,6,6833.333333333333,0.0,41000.0,6.833333333333333,0.4891393889058733,False
19,BEN-000019,3,7333.333333333333,5000.0,22000.0,1.4666666666666666,0.5916506660025511,False
20,BEN-000020,11,7500.0,25000.0,82500.0,0.3,0.6242703279071594,True
22,BEN-000022,6,7416.666666666667,0.0,44500.0,7.416666666666667,0.48558891117261477,False
23,BEN-000023,5,6600.0,25000.0,33000.0,0.264,0.4708943188497731,False
26,BEN-000026,5,5700.0,25000.0,28500.0,0.228,0.5788364955982215,False
27,BEN-000027,6,7500.0,15000.0,45000.0,0.5,0.3952785742319378,False
28,BEN-000028,5,6875.0,20000.0,34375.0,0.34375,0.42470868086033303,False
29,BEN-000029,6,6000.0,25000.0,36000.0,0.24,0.5241766026026032,False
31,BEN-000031,6,7600.0,12000.0,45600.0,0.6333333333333333,0.39526706921793175,False
36,BEN-000036,5,6600.0,25000.0,33000.0,0.264,0.4708943188497731,False
38,BEN-000038,6,7500.0,0.0,45000.0,7.5,0.4900560069540418,False
41,BEN-000041,5,9000.0,25000.0,45000.0,0.36,0.5323730978605233,False
43,BEN-000043,5,7100.0,8000.0,35500.0,0.8875,0.41115016568243234,False
45,BEN-000045,5,6700.0,12000.0,33500.0,0.5583333333333333,0.41240449413994945,False
46,BEN-000046,6,7500.0,0.0,45000.0,7.5,0.4900560069540418,False
48,BEN-000048,5,7800.0,20000.0,39000.0,0.39,0.42850923367387717,False
49,BEN-000049,6,7000.0,12000.0,42000.0,0.5833333333333334,0.3877180254508796,False
50,BEN-000050,5,7500.0,12000.0,37500.0,0.625,0.40256520652360517,False
52,BEN-000052,5,5600.0,20000.0,28000.0,0.28,0.5421108430229498,False
53,BEN-000053,4,7000.0,8000.0,28000.0,0.875,0.47830770798934574,False
55,BEN-000055,5,7750.0,8000.0,38750.0,0.96875,0.42365512835609476,False
56,BEN-000056,10,6300.0,12000.0,63000.0,0.525,0.5876683000015226,False
58,BEN-000058,6,7166.666666666667,25000.0,43000.0,0.2866666666666667,0.4295944779583222,False
59,BEN-000059,6,6916.666666666667,12000.0,41500.0,0.576388888888889,0.38759468886314197,False
60,BEN-000060,6,6833.333333333333,15000.0,41000.0,0.45555555555555555,0.3958371840640699,False
61,BEN-000061,6,7833.333333333333,0.0,47000.0,7.833333333333333,0.511211393553042,False
62,BEN-000062,5,8200.0,25000.0,41000.0,0.328,0.4724881730217144,False
63,BEN-000063,5,7800.0,15000.0,39000.0,0.52,0.4136860151241028,False
66,BEN-000066,5,7100.0,0.0,35500.0,7.1,0.5118152847156489,False
67,BEN-000067,6,6833.333333333333,8000.0,41000.0,0.8541666666666666,0.40469333550119085,False
68,BEN-000068,6,7666.666666666667,12000.0,46000.0,0.638888888888889,0.395427032459577,False
69,BEN-000069,6,6916.666666666667,25000.0,41500.0,0.27666666666666667,0.43249374585413924,False
70,BEN-000070,5,7000.0,0.0,35000.0,7.0,0.513323492895887,False
73,BEN-000073,5,7500.0,5000.0,37500.0,1.5,0.4437492806945953,False
74,BEN-000074,6,5916.666666666667,5000.0,35500.0,1.1833333333333333,0.4962833872061456,False
75,BEN-000075,6,8916.666666666666,12000.0,53500.0,0.7430555555555555,0.5112862954005998,False
80,BEN-000080,6,6916.666666666667,0.0,41500.0,6.916666666666667,0.4855454659499843,False
81,BEN-000081,10,7550.0,12000.0,75500.0,0.6291666666666667,0.5773824699723226,False
83,BEN-000083,6,5200.0,12000.0,31200.0,0.43333333333333335,0.5177751965241545,False
84,BEN-000084,6,6750.0,12000.0,40500.0,0.5625,0.39878345474176186,False
85,BEN-000085,6,7500.0,0.0,45000.0,7.5,0.4900560069540418,False
86,BEN-000086,6,7916.666666666667,12000.0,47500.0,0.6597222222222222,0.40911633145466786,False
87,BEN-000087,11,7909.090909090909,12000.0,87000.0,0.6590909090909091,0.6075477244356733,False
89,BEN-000089,6,7416.666666666667,15000.0,44500.0,0.49444444444444446,0.39245149027778703,False
91,BEN-000091,6,6833.333333333333,0.0,41000.0,6.833333333333333,0.4891393889058733,False
93,BEN-000093,11,8636.363636363636,25000.0,95000.0,0.34545454545454546,0.6675404205849773,True
96,BEN-000096,5,5700.0,25000.0,28500.0,0.228,0.5788364955982215,False
97,BEN-000097,6,7666.666666666667,15000.0,46000.0,0.5111111111111112,0.40033251184803526,False
98,BEN-000098,10,7150.0,25000.0,71500.0,0.286,0.6169582325560025,True
100,BEN-000100,6,8400.0,5000.0,50400.0,1.68,0.4997853036995193,False
101,BEN-000101,6,7600.0,5000.0,45600.0,1.52,0.4312670297534534,False
102,BEN-000102,6,7750.0,15000.0,46500.0,0.5166666666666667,0.4033064457185681,False
103,BEN-000103,6,7083.333333333333,12000.0,42500.0,0.5902777777777778,0.3873798491722413,False
104,BEN-000104,5,6800.0,25000.0,34000.0,0.272,0.45645699079810886,False
106,BEN-000106,6,6500.0,15000.0,39000.0,0.43333333333333335,0.4153531186427777,False
107,BEN-000107,5,7700.0,0.0,38500.0,7.7,0.5276058911964514,False
109,BEN-000109,6,6333.333333333333,5000.0,38000.0,1.2666666666666666,0.4653319351359493,False
110,BEN-000110,5,7800.0,0.0,39000.0,7.8,0.5366374489130263,False
111,BEN-000111,5,5400.0,25000.0,27000.0,0.216,0.5967636065325993,False
115,BEN-000115,6,7833.333333333333,25000.0,47000.0,0.3133333333333333,0.43979953917572157,False
116,BEN-000116,5,7600.0,0.0,38000.0,7.6,0.5211202721716192,False
117,BEN-000117,5,7800.0,25000.0,39000.0,0.312,0.44962026429240676,False
118,BEN-000118,6,7833.333333333333,0.0,47000.0,7.833333333333333,0.511211393553042,False
119,BEN-000119,6,8333.333333333334,12000.0,50000.0,0.6944444444444445,0.44265239378445126,False
123,BEN-000123,6,6416.666666666667,25000.0,38500.0,0.25666666666666665,0.47472396165978226,False
124,BEN-000124,8,7375.0,25000.0,59000.0,0.295,0.5524337875639148,False
125,BEN-000125,6,5666.666666666667,20000.0,34000.0,0.2833333333333333,0.5139143446067969,False
126,BEN-000126,5,7300.0,5000.0,36500.0,1.46,0.43950051343653845,False
128,BEN-000128,6,8833.333333333334,12000.0,53000.0,0.7361111111111112,0.5035973583831924,False
129,BEN-000129,6,8250.0,20000.0,49500.0,0.4125,0.45068472695594125,False
130,BEN-000130,4,6500.0,12000.0,26000.0,0.5416666666666666,0.49838995800528046,False
131,BEN-000131,6,8700.0,0.0,52200.0,8.7,0.6039634545251786,False
132,BEN-000132,5,7000.0,12000.0,35000.0,0.5833333333333334,0.39817574582967413,False
134,BEN-000134,11,7363.636363636364,20000.0,81000.0,0.3681818181818182,0.5940631230872696,False
135,BEN-000135,6,7083.333333333333,0.0,42500.0,7.083333333333333,0.48247439720678154,False
136,BEN-000136,6,7666.666666666667,5000.0,46000.0,1.5333333333333334,0.432603546721487,False
137,BEN-000137,6,6833.333333333333,25000.0,41000.0,0.2733333333333333,0.43713674186448276,False
138,BEN-000138,5,8800.0,8000.0,44000.0,1.1,0.5123197852208753,False
139,BEN-000139,5,5800.0,15000.0,29000.0,0.38666666666666666,0.5039754099728785,False
